Denmark beats Russia 4-1 to advance at Euro 2020,https://www.thehindu.com/sport/football/denmark-beats-russia-4-1-to-advance-at-euro-2020/article34897373.ece,Wed, 23 Jun 2021 07:37:01 +0530
England unlikely to take risks against Czech Republic,https://www.thehindu.com/sport/football/england-unlikely-to-take-risks-against-czech-republic/article34895063.ece,Mon, 21 Jun 2021 22:32:25 +0530
Mancini rekindles Italy’s love for Azzurri,https://www.thehindu.com/sport/football/mancini-rekindles-italys-love-for-azzurri/article34894507.ece,Mon, 21 Jun 2021 22:16:00 +0530
Mina own goal sinks Colombia,https://www.thehindu.com/sport/football/mina-own-goal-sinks-colombia/article34894291.ece,Mon, 21 Jun 2021 22:05:52 +0530
Barcelona signs Netherlands striker Memphis Depay,https://www.thehindu.com/sport/football/barcelona-signs-netherlands-striker-memphis-depay/article34875766.ece,Mon, 21 Jun 2021 06:57:00 +0530
Euro 2020 | Wales qualifies despite losing to Italy,https://www.thehindu.com/sport/football/wales-qualifies-despite-losing-to-italy/article34875670.ece,Mon, 21 Jun 2021 05:13:13 +0530
Robert Lewandowski gives Poland 1-1 draw against Spain at Euro 2020,https://www.thehindu.com/sport/football/robert-lewandowski-gives-poland-1-1-draw-against-spain-at-euro-2020/article34863119.ece,Sun, 20 Jun 2021 08:37:48 +0530
Antoine Griezmann saves France from big upset at Euro 2020,https://www.thehindu.com/sport/football/antoine-griezmann-saves-france-from-big-upset-at-euro-2020/article34863108.ece,Sun, 20 Jun 2021 07:45:12 +0530
Copa America | Argentina edges Uruguay,https://www.thehindu.com/sport/football/copa-america-argentina-edges-uruguay/article34861458.ece,Sat, 19 Jun 2021 22:26:09 +0530
Lacklustre England held as Scotland make their point,https://www.thehindu.com/sport/football/lacklustre-england-held-as-scotland-make-their-point/article34855182.ece,Sat, 19 Jun 2021 04:45:52 +0530
Indians need to improve in technical ability, says Stimac,https://www.thehindu.com/sport/football/indians-need-to-improve-in-technical-ability-says-stimac/article34852614.ece,Fri, 18 Jun 2021 21:37:44 +0530
Brazil has it easy against Peru,https://www.thehindu.com/sport/football/brazil-has-it-easy-against-peru/article34853215.ece,Fri, 18 Jun 2021 22:34:07 +0530
Vukomanovic takes charge of Blasters ,https://www.thehindu.com/sport/football/vukomanovic-takes-charge-of-blasters/article34846937.ece,Fri, 18 Jun 2021 11:57:35 +0530
 Eriksen to be fitted with cardiac device,https://www.thehindu.com/sport/football/eriksen-to-be-fitted-with-cardiac-device/article34843725.ece,Thu, 17 Jun 2021 22:42:26 +0530
Depay and Dumfries send Netherlands into Euro 2020 knockouts,https://www.thehindu.com/sport/football/depay-and-dumfries-send-netherlands-into-euro-2020-knockouts/article34844744.ece,Fri, 18 Jun 2021 02:45:36 +0530
Belgium breaks Danish hearts,https://www.thehindu.com/sport/football/belgium-breaks-danish-hearts/article34844608.ece,Fri, 18 Jun 2021 00:42:53 +0530
Argentina, Uruguay riddled with doubts,https://www.thehindu.com/sport/football/argentina-uruguay-riddled-with-doubts/article34844496.ece,Thu, 17 Jun 2021 23:54:09 +0530
Former Ranji star Vijayakrishna passes away ,https://www.thehindu.com/sport/cricket/former-ranji-star-vijayakrishna-passes-away/article34844069.ece,Thu, 17 Jun 2021 23:14:54 +0530
